冊別,類型,篇名,來源單元,題號,題目,選項A,選項B,選項C,選項D,選項E,選項F,正確答案,解析,題目卷檔名,答案卷檔名
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,111,"詞語搭配:請選出一個同時符合底下各題三個句子的單詞:
I an English class every Tuesday morning.
Will Sherry a bus or a train to Taipei tomorrow?
You have to some medicine because you've got a cold.",ride,study,have,take,,,D,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,112,Look! Your rabbit my vegetables now.,eat,eats,is eating,will eat,,,C,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,113,"your books, please. Now I'll give you a test about what we learn today.",Close,Closes,Closing,Closed,,,A,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,114,It's time for dinner. All the delicious food is ready the table.,at,in,for,on,,,D,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,115,Tomorrow is Sam's mother's birthday. He is going to her a nice gift.,buy,take,do,help,,,A,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,116,John and Tom are good students. The teachers like very much.,they,them,their,theirs,,,B,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,118,Yesterday evening the students hard for the test today.,study,studies,studied,will study,,,C,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,119,I told Little John his room this morning. It was too dirty.,clean,cleaned,cleaning,to clean,,,D,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,120,"Lisa: Can you speak English?
Amanda: Yes, I .",do,will,can,am,,,C,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,121,fast is dangerous. Many people die of it every year.,Drive,Drives,Drove,Driving,,,D,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,122,"Those students to school very early every morning. They are always the first ones to get into the
classroom.",go,goes,went,will go,,,A,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,123,"Sally: Why does he get only 20 grades on this math test? It's not hard.
Nora: He studies math after class, you know.",never,often,usually,always,,,A,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,124,He opened the door went shopping with his brother.,and,but,so,or,,,A,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,125,"Bob: does our new classmate come from?
Mike: He comes from Taipei.",What,Where,When,Who,,,B,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,126,I a student last year.But now I work in a restaurant as a waitress.,am,is,was,were,,,C,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,127,The Wang family Tainan tomorrow.,visit,visits,visited,will visit,,,D,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,128,The Wang family in Taoyuan last year.,live,lives,living,lived,,,D,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,134,(12),pays,spends,takes,costs,,,C,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,190,(13),"Yes, it is.",Out of question.,You can make it.,Of course not.,,,D,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,191,(14),things,matters,mistakes,cases,,,A,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,192,(15),grass,space,garbage,mud,,,C,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,193,(16),find,take,look,leave,,,B,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,194,(17),Though,Because,But,Since,,,A,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,195,(18),lucky,ready,healthy,rich,,,C,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,196,(19),between,next to,in back of,in front of,,,D,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,197,(20),who,what,when,how,,,B,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,198,They often go there to take a walk the lake after work.,between,about,during,around,,,D,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,199,"them, it's a very nice time after a tiring day.",With,After,For,From,,,C,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,200,Sometimes they will boat the lake.,by,of,in,on,,,D,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,201,"After exercising, they often eat their dinner a beautiful restaurant there.",to,at,of,on,,,B,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,202,They usually drive home 7:30 in the evening.,in,on,at,of,,,C,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,203,Many people go to Miaoli the park every year.,visit,visited,visiting,to visit,,,D,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,204,Walking in the park makes them happy and excited.,feel,felt,feeling,to feel,,,A,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,205,"Do you feel like there, too?",go,went,going,to go,,,C,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,206,to get on the Internet to know the weather first.,Remember,Remembered,Remembering,To remember,,,A,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法測驗,文法測驗,英語第六冊_文法測驗_文法測驗,207,You should not there in rainy days. It isn't safe.,go,went,going,to go,,,A,,英語第六冊_文法測驗_文法測驗_題目卷.pdf,英語第六冊_文法測驗_文法測驗_答案卷.pdf
英語第六冊,文法要點單元,used to 的用法,英語第六冊_文法要點單元_used to 的用法,1,Ms. Rowling is a writer now. She________ a teacher.,was used to be,was used to being,used to being,used to be,,,D,,英語第六冊_文法要點單元_used to 的用法_題目卷.pdf,英語第六冊_文法要點單元_used to 的用法_答案卷.pdf
英語第六冊,文法要點單元,介詞的使用彙整（一）,英語第六冊_文法要點單元_介詞的使用彙整（一）,1,How about _____ for a hike this Sunday morning?,go,goes,going,,,,C,,英語第六冊_文法要點單元_介詞的使用彙整（一）_題目卷.pdf,英語第六冊_文法要點單元_介詞的使用彙整（一）_答案卷.pdf
英語第六冊,文法要點單元,介詞的使用彙整（一）,英語第六冊_文法要點單元_介詞的使用彙整（一）,2,People can get a lot of information by ________ the Net.,to surf,surf,surfed,surfing,,,D,,英語第六冊_文法要點單元_介詞的使用彙整（一）_題目卷.pdf,英語第六冊_文法要點單元_介詞的使用彙整（一）_答案卷.pdf
英語第六冊,閱讀測驗,閱讀測驗,英語第六冊_閱讀測驗_閱讀測驗,1,Which of the following is TRUE about the reading?,EcoArk can stay cool because of the cool wind.,The weather in Yuling is good for growing roses.,People can see different building styles at Yuling Floral Expo.,People can see Chinese plants in the middle of Minnan Old House and Museum.,,,C,,英語第六冊_閱讀測驗_閱讀測驗_題目卷.pdf,英語第六冊_閱讀測驗_閱讀測驗_答案卷.pdf
英語第六冊,閱讀測驗,閱讀測驗,英語第六冊_閱讀測驗_閱讀測驗,2,"My twin brother and I are parts of a person's body. One is on the right side, and the other is on the left
side. Both of us have five children, and we live together. People use us to take something. What are we?",Hands.,Feet.,Eyes.,Ears.,,,A,,英語第六冊_閱讀測驗_閱讀測驗_題目卷.pdf,英語第六冊_閱讀測驗_閱讀測驗_答案卷.pdf
英語第六冊,閱讀測驗,閱讀測驗,英語第六冊_閱讀測驗_閱讀測驗,3,"We are a kind of fruit. Most of us are red, and some are green. We come from high mountains because we
like colder weather. People can see us easily in Lishan central Taiwan. What are we?",Strawberries.,Bananas.,Apples.,Guavas.,,,C,,英語第六冊_閱讀測驗_閱讀測驗_題目卷.pdf,英語第六冊_閱讀測驗_閱讀測驗_答案卷.pdf
英語第六冊,閱讀測驗,閱讀測驗,英語第六冊_閱讀測驗_閱讀測驗,4,"I am something you will find in the classroom. Teachers write on me with chalk while they teach so that
students can see clearly. What am I?",A dictionary.,A playground.,A blackboard.,A notebook.,,,C,,英語第六冊_閱讀測驗_閱讀測驗_題目卷.pdf,英語第六冊_閱讀測驗_閱讀測驗_答案卷.pdf
英語第六冊,閱讀測驗,閱讀測驗,英語第六冊_閱讀測驗_閱讀測驗,5,"We are black animals with two wings. We usually fly out to go hunting for bugs or insects while it gets
dark. When we rest, we hang in the holes, caves, or the trees upside down. What are we?",Butterflies.,Spiders.,Bees.,Bats.,,,D,,英語第六冊_閱讀測驗_閱讀測驗_題目卷.pdf,英語第六冊_閱讀測驗_閱讀測驗_答案卷.pdf
英語第六冊,閱讀測驗,閱讀測驗,英語第六冊_閱讀測驗_閱讀測驗,6,"I am something hot. People use me to bake their food or boil the water, or use me to light up in the dark.
What am I?",Sugar.,Honey.,Water.,Fire.,,,D,,英語第六冊_閱讀測驗_閱讀測驗_題目卷.pdf,英語第六冊_閱讀測驗_閱讀測驗_答案卷.pdf
英語第六冊,閱讀測驗,閱讀測驗,英語第六冊_閱讀測驗_閱讀測驗,7,"I am something yellow that can be eaten. I am made from milk, and people usually eat me at breakfast.
They often bake two pieces of toast first and then put me between them. What am I?",Chocolate.,Butter.,Juice.,Ham.,,,B,,英語第六冊_閱讀測驗_閱讀測驗_題目卷.pdf,英語第六冊_閱讀測驗_閱讀測驗_答案卷.pdf
英語第六冊,閱讀測驗,閱讀測驗,英語第六冊_閱讀測驗_閱讀測驗,8,"I am a good helper while people read. They come to me for help when they have words which they don't
know. What am I?",A classmate.,A blackboard.,A dictionary.,A question.,,,C,,英語第六冊_閱讀測驗_閱讀測驗_題目卷.pdf,英語第六冊_閱讀測驗_閱讀測驗_答案卷.pdf
英語第六冊,閱讀測驗,閱讀測驗,英語第六冊_閱讀測驗_閱讀測驗,9,"We are thin brothers, and we are usually made of bamboo (竹子). Chinese or Japanese people usually use
us while they eat. What are we?",Chopsticks.,Knives.,Forks.,Cups.,,,A,,英語第六冊_閱讀測驗_閱讀測驗_題目卷.pdf,英語第六冊_閱讀測驗_閱讀測驗_答案卷.pdf
